id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6U2NuJILEOEpW2tVCuqKHb,Dura - Remix,69,242160,0,"['Daddy Yankee', 'Natti Natasha', 'Becky G', 'Bad Bunny']","['4VMYDCV2IEDYJArk749S6m', '1GDbiv3spRmZ1XdM1jQbT7', '4obzFoKoKRHIphyHzJ35G3', '4q3ewBCX7sLwd24euuV69X']",2018-04-27,0.772,0.803,1,-3.035,1,0.0468,0.188,0.0,0.434,0.853,94.981,4
1R2mapMAUiYqre6jcFX57g,Desde el Corazón,61,127040,0,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2018-12-03,0.739,0.663,10,-6.398,0,0.266,0.0529,0.0,0.198,0.368,180.025,4
7MjaU5iFujwT1gOyvJnqNp,Original,63,246360,1,"['Arcangel', 'Bad Bunny']","['4SsVbpTthjScTS7U2hmr1X', '4q3ewBCX7sLwd24euuV69X']",2018-06-29,0.798,0.487,1,-4.939,1,0.206,0.0682,0.0,0.0925,0.292,151.02,4
2vvdTrdryjsl8DmPIMDWZU,EL BAÑO (feat. Bad Bunny),67,228139,0,"['Enrique Iglesias', 'Bad Bunny']","['7qG3b048QCHVRO5Pv1T5lw', '4q3ewBCX7sLwd24euuV69X']",2018-01-12,0.719,0.842,6,-3.562,0,0.0383,0.132,0.0,0.105,0.534,90.017,4
7knLcYCOSaURD0d7HUULFM,COMO UN BEBÉ,72,218827,0,"['J Balvin', 'Bad Bunny', 'Mr Eazi']","['1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X', '4TAoP0f9OuWZUesao43xUW']",2019-06-28,0.825,0.807,6,-5.753,1,0.0949,0.0732,4.79e-06,0.138,0.816,103.053,4
38kLHBjtWJaPXcyFhwRVtI,Kemba Walker,68,152960,1,"['Eladio Carrion', 'Bad Bunny']","['5XJDexmWFLWOkjOEjOVX3e', '4q3ewBCX7sLwd24euuV69X']",2019-08-06,0.832,0.59,8,-7.168,0,0.272,0.446,1.43e-06,0.123,0.596,146.939,4
1g2Z2lOrwayOzDqOc8EfbR,La Cartera,69,289907,0,"['Farruko', 'Bad Bunny']","['329e4yvIujISKGKz1BZZbO', '4q3ewBCX7sLwd24euuV69X']",2019-04-26,0.771,0.796,10,-4.106,0,0.0798,0.0385,9.35e-06,0.218,0.636,87.985,4
0bCPJsVGDxPYwQMDZMi4NW,Estamos Arriba,66,225694,1,"['Bad Bunny', 'Myke Towers']","['4q3ewBCX7sLwd24euuV69X', '7iK8PXO48WeuP03g8YR51W']",2019-06-14,0.853,0.818,11,-3.6,1,0.0922,0.186,0.000255,0.18,0.546,149.839,4
1kMUGCt7XLDc5Q64Vl0H8S,Bellacoso,69,257865,1,"['Residente', 'Bad Bunny']","['5GcWBUX00IPuWVGMIRK1sS', '4q3ewBCX7sLwd24euuV69X']",2019-07-26,0.774,0.851,11,-2.795,0,0.255,0.0651,0.0,0.0568,0.695,180.086,4
71pEiUWwfDFiRO6RmFpnBf,MOJAITA,69,187333,0,"['J Balvin', 'Bad Bunny']","['1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X']",2019-06-28,0.45,0.842,0,-3.602,1,0.102,0.0171,0.0,0.377,0.885,172.069,4
0uIfrUwwg0Z7KTitul7E3T,YO LE LLEGO,68,249600,0,"['J Balvin', 'Bad Bunny']","['1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X']",2019-06-28,0.785,0.792,9,-4.695,0,0.0641,0.0104,0.0,0.104,0.528,155.036,4
7alOsNr36sJ8CyOEP4aILq,ODIO,68,270400,0,"['J Balvin', 'Bad Bunny']","['1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X']",2019-06-28,0.74,0.698,6,-3.838,0,0.0388,0.215,0.0,0.116,0.529,139.99,4
7pNAvsuTCFaXzSSUmfBPxz,Soy El Diablo - Remix,68,193621,1,"['Natanael Cano', 'Bad Bunny']","['0elWFr7TW8piilVRYJUe4P', '4q3ewBCX7sLwd24euuV69X']",2019-10-25,0.681,0.686,9,-6.398,0,0.0462,0.588,0.0,0.114,0.961,109.191,3
6SYSu569pfYdkDT9A5lZqi,CUIDAO POR AHÍ,66,198320,0,"['J Balvin', 'Bad Bunny']","['1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X']",2019-06-28,0.845,0.813,4,-2.979,0,0.077,0.111,0.00241,0.174,0.586,90.98,4
4yZI69ElgxddAUGNJjzc0j,Subimos de Rango,60,266092,1,"['Omy de Oro', 'Bad Bunny', 'Shootter Ledo']","['65jIUih0ZeTUJhSTRuYxpi', '4q3ewBCX7sLwd24euuV69X', '2e5kXDvESsDPMyuQZ0qouH']",2019-08-21,0.809,0.653,6,-6.705,0,0.29,0.749,0.000253,0.106,0.73,129.798,4
3KJ3opyV29269SXkPrc19l,120,76,151506,1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-11-27,0.636,0.656,2,-5.542,0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,4
23XjN1s3DZC8Q9ZwuorYY4,TE DESEO LO MEJOR,76,139576,1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-11-27,0.763,0.597,1,-5.054,1,0.0416,0.158,1.83e-05,0.111,0.194,126.054,4
67ACYA3UI6QMNtHX6b34wX,LA DROGA,75,162299,1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-11-27,0.643,0.727,1,-5.506,1,0.0389,0.0439,0.0,0.123,0.295,90.019,4
7kjEqI6eZ7YlFrGhxixnlN,ANTES QUE SE ACABE,75,221187,0,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-11-27,0.693,0.549,2,-6.098,1,0.0577,0.505,4.73e-05,0.324,0.473,139.988,4
5jZ32WOU7sqzDYbzINwMUk,SORRY PAPI,75,163053,1,"['Bad Bunny', 'ABRA']","['4q3ewBCX7sLwd24euuV69X', '3ZJxEmjYZd5VOqZ8o3aXiL']",2020-11-27,0.612,0.561,1,-6.054,1,0.0851,0.0601,0.0,0.145,0.393,191.911,4
36DHxTW2xdr9GG15T9oK9L,EL MUNDO ES MÍO,73,165199,0,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-11-27,0.716,0.522,5,-6.834,1,0.0582,0.166,6.5e-05,0.113,0.224,76.993,4
0Lsis3LB0XAK6XlTHXaJk2,MALDITA POBREZA,73,213609,1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-11-27,0.762,0.861,4,-4.075,0,0.0652,0.139,1.08e-06,0.0956,0.588,133.037,4
4NqQaovM14WR2hNPMFxgjb,25/8,73,243276,0,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-02-28,0.761,0.732,4,-5.469,0,0.0549,0.092,0.0,0.0716,0.542,151.982,4
0FktnzDqjClqU6iqOZVEs2,BYE ME FUI,75,178000,1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-05-10,0.712,0.599,5,-6.342,0,0.112,0.412,2.15e-05,0.103,0.588,179.788,4
75pQqzwgCjUOSSy5CpmAjy,Pero Ya No,75,160638,0,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-02-28,0.882,0.612,4,-6.103,1,0.118,0.0475,5.07e-06,0.182,0.742,147.982,4
