id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0OkJtCF6yQIdK11ge58uXD,Love Will Remember,58,210360,0,['Selena Gomez'],['0C8ZW7ezQVs4URX5aX7Kqx'],2013-01-01,0.634,0.956,7,-4.143,0,0.152,0.0132,0.0,0.0978,0.33,109.979,4
10xcIQQEJSEIOgG1HvS3t9,Magic,54,169640,0,['Selena Gomez'],['0C8ZW7ezQVs4URX5aX7Kqx'],2009-01-01,0.6,0.916,11,-3.071,0,0.0374,0.00504,0.0,0.27,0.442,104.091,4
2orLUhSEx1P12LOwyLn32D,"Shake It Up - From ""Shake It Up""",50,180347,0,['Selena Gomez'],['0C8ZW7ezQVs4URX5aX7Kqx'],2011-01-01,0.727,0.809,2,-6.118,0,0.0327,0.0255,0.0,0.184,0.81,128.015,4
1WSGTYKLEpKfNQYYW5Oymt,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",71,158027,0,"['benny blanco', 'Selena Gomez', 'J Balvin', 'Tainy']","['5CiGnKThu5ctn9pBxv7DGa', '0C8ZW7ezQVs4URX5aX7Kqx', '1vyhD5VmyZ7KMfW5gqLgo5', '0GM7qgcRCORpGnfcN2tCiB']",2019-02-28,0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266,4
6nhvIZeu7g6OsDCLj1DKLl,Tell Me Something I Don't Know,54,175333,0,['Selena Gomez & The Scene'],['6dJeKm76NjfXBNTpHmOhfO'],2009-01-01,0.71,0.935,7,-3.339,0,0.193,0.14,0.0,0.0593,0.914,145.063,4
3SKLeANDIsvrFnkw7v9uKH,Shake It Up,50,180347,0,['Selena Gomez'],['0C8ZW7ezQVs4URX5aX7Kqx'],2011-01-01,0.727,0.809,2,-6.11,0,0.0326,0.0278,0.0,0.179,0.79,127.997,4
4P6IttK2PRBjyr3fm0pP7t,Past Life (with Selena Gomez),75,186480,0,"['Trevor Daniel', 'Selena Gomez']","['7uaIm6Pw7xplS8Dy06V6pT', '0C8ZW7ezQVs4URX5aX7Kqx']",2020-06-26,0.612,0.539,3,-5.071,1,0.0488,0.104,0.0,0.18,0.294,79.948,4
5U4wYRHrCRxRP6iQfM824C,Everything Is Not As It Seems - Series Theme Song,53,50613,0,['Selena Gomez'],['0C8ZW7ezQVs4URX5aX7Kqx'],2009-01-01,0.796,0.766,5,-5.937,0,0.0919,0.0549,0.0,0.0946,0.921,124.896,4
1LOuZmemeDN1SkJc9EemFI,Round & Round,53,186173,0,['Selena Gomez & The Scene'],['6dJeKm76NjfXBNTpHmOhfO'],2010-01-01,0.537,0.691,9,-4.065,0,0.0705,0.00242,0.0,0.584,0.572,127.86,4
4a32Q7bRtWDGSEMbyWKIlj,Me & The Rhythm,55,213427,0,['Selena Gomez'],['0C8ZW7ezQVs4URX5aX7Kqx'],2015-10-09,0.711,0.736,7,-5.959,1,0.104,0.00315,0.000637,0.0731,0.717,106.01,4
12GEpg2XOPyqk03JZEZnJs,It Ain’t Me (with Selena Gomez),67,220781,0,"['Kygo', 'Selena Gomez']","['23fqKkggKUBHNkbKtXEls4', '0C8ZW7ezQVs4URX5aX7Kqx']",2017-02-17,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,4
3Fb4cttE912XgIeD25rXRn,Sober,56,194827,0,['Selena Gomez'],['0C8ZW7ezQVs4URX5aX7Kqx'],2015-10-09,0.573,0.741,9,-3.22,1,0.0788,0.171,0.0,0.104,0.526,92.021,4
