id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0lSZh5W0wDeurkGzLYY6hf,Turks (feat. Travis Scott),74,161377,1,"['NAV', 'Gunna', 'Travis Scott']","['7rkW85dBwwrJtlHRDkJDAC', '2hlmm7s2ICUX0LVIhVFlZQ', '0Y5tJX1MQlPlqiwlOH1tJY']",2020-03-27,0.893,0.618,7,-4.425,0,0.112,0.0827,0.0,0.542,0.389,119.099,4
1x6Zk7hoTIlSOFNZnyxjZD,Upper Echelon (feat. T.I. & 2 Chainz),58,243800,1,"['Travis Scott', 'T.I.', '2 Chainz']","['0Y5tJX1MQlPlqiwlOH1tJY', '4OBJLual30L7gRl5UkeRcT', '17lzZA2AlOHwCwFALHttmp']",2013-05-21,0.788,0.617,2,-4.516,1,0.0651,0.0448,0.0,0.088,0.128,122.065,4
2QKBvCMHdokPoy2b44dK2m,Don't Play (feat. The 1975 & Big Sean),59,285954,1,"['Travis Scott', 'The 1975', 'Big Sean']","['0Y5tJX1MQlPlqiwlOH1tJY', '3mIj9lX2MWuHmhNCA7LSCW', '0c173mlxpT3dSFRgMO8XPh']",2014-08-18,0.681,0.729,0,-3.99,1,0.0326,0.00203,0.0,0.148,0.101,128.014,4
6WSBZroxQaO3FYEpT2ACFH,Baptized In Fire,63,285520,1,"['Kid Cudi', 'Travis Scott']","['0fA0VVWsXO9YnASrzqfmYu', '0Y5tJX1MQlPlqiwlOH1tJY']",2016-12-16,0.673,0.61,4,-8.386,0,0.191,0.606,0.0177,0.116,0.759,152.062,4
3K6U7TamNyVSWcFH8pCQHX,Love Hurts (feat. Travis Scott),67,180560,1,"['Playboi Carti', 'Travis Scott']","['699OTQXzgjhIYAHMy9RyPD', '0Y5tJX1MQlPlqiwlOH1tJY']",2018-05-11,0.724,0.45,4,-5.763,0,0.0497,0.0315,1.42e-05,0.111,0.464,140.978,4
4cQrSREMqBSvJ8ZzBZjVb8,Mile High (feat. Travis Scott & Metro Boomin),68,193600,0,"['James Blake', 'Travis Scott', 'Metro Boomin']","['53KwLdlmrlCelAZMaLVZqU', '0Y5tJX1MQlPlqiwlOH1tJY', '0iEtIxbK0KxaSlF7G42ZOp']",2019-01-18,0.754,0.37,6,-9.854,0,0.12,0.403,6.22e-05,0.107,0.228,114.941,4
628Ueb4sRiXApObhcU9iPU,Black & Chinese,64,172017,1,"['Huncho Jack', 'Travis Scott', 'Quavo']","['6extd4B6hl8VTmnlhpl2bY', '0Y5tJX1MQlPlqiwlOH1tJY', '0VRj0yCOv2FXJNP47XQnx5']",2017-12-21,0.668,0.844,1,-4.151,1,0.0956,0.00389,0.00879,0.119,0.33,159.108,4
6urLjX35oXXRYtcH1b3dCh,Dubai Shit,65,228431,1,"['Huncho Jack', 'Travis Scott', 'Quavo', 'Offset']","['6extd4B6hl8VTmnlhpl2bY', '0Y5tJX1MQlPlqiwlOH1tJY', '0VRj0yCOv2FXJNP47XQnx5', '4DdkRBBYG6Yk9Ka8tdJ9BW']",2017-12-21,0.774,0.529,5,-4.479,0,0.0532,0.0674,0.0,0.0814,0.227,138.072,4
7g7raxdQpiLZT7aOlib4S1,Motorcycle Patches,65,191410,1,"['Huncho Jack', 'Travis Scott', 'Quavo']","['6extd4B6hl8VTmnlhpl2bY', '0Y5tJX1MQlPlqiwlOH1tJY', '0VRj0yCOv2FXJNP47XQnx5']",2017-12-21,0.868,0.657,8,-4.853,1,0.113,0.0158,0.0,0.0995,0.436,162.867,4
1Si44I1mrFkOWlL6u9ynr6,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",57,217560,0,"['Lil Uzi Vert', 'Quavo', 'Travis Scott']","['4O15NlyKLIASxsJ0PrXPfz', '0VRj0yCOv2FXJNP47XQnx5', '0Y5tJX1MQlPlqiwlOH1tJY']",2017-03-03,0.734,0.785,8,-2.819,0,0.0772,0.0229,0.0,0.259,0.726,88.511,4
4cbdPT6uaBOgOQe3fLMofl,Power is Power (feat. The Weeknd & Travis Scott),68,211267,0,"['SZA', 'The Weeknd', 'Travis Scott', 'Game of Thrones']","['7tYKF4w9nC0nq9CsPZTHyP', '1Xyo4u8uXC1ZmMpatF05PJ', '0Y5tJX1MQlPlqiwlOH1tJY', '22JdJVovP3pV9XkGTih01c']",2019-04-26,0.507,0.644,4,-7.485,1,0.0641,0.00413,0.0,0.217,0.172,179.913,4
1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),68,161747,0,"['Ed Sheeran', 'Travis Scott']","['6eUKZXaKkcviH0Ku9w2n3V', '0Y5tJX1MQlPlqiwlOH1tJY']",2019-07-12,0.716,0.823,5,-5.313,0,0.0495,0.132,0.0,0.361,0.91,151.957,4
5cgEadiGKjtTP1Q6NJqVP5,A-Team,64,176640,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2016-02-06,0.626,0.526,7,-4.112,0,0.0452,0.0485,0.00627,0.107,0.17,127.977,4
6dWf1xaHOmJo7eL9WuSkdL,Goosebumps,56,243840,1,"['Travis Scott', 'Kendrick Lamar']","['0Y5tJX1MQlPlqiwlOH1tJY', '2YZyLoL8N0Wb9xBt1NhZWg']",2018-10-12,0.849,0.629,7,-6.27,1,0.0475,0.0789,0.0,0.13,0.467,130.105,4
