id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),85,178994,0,"['Shawn Mendes', 'Justin Bieber']","['7n2wHs1TKAczGzO7Dd2rGr', '1uNFoZAHBGtllmzznpCI3s']",2020-11-20,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,4
6FuGJB290AQMAHTfjOYVaK,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",82,192745,1,"['24kGoldn', 'Justin Bieber', 'J Balvin', 'iann dior']","['6fWVd57NKTalqvmjRd2t8Z', '1uNFoZAHBGtllmzznpCI3s', '1vyhD5VmyZ7KMfW5gqLgo5', '6ASri4ePR7RlsvIQgWPJpS']",2020-11-06,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,4
364dI1bYnvamSnBJ8JcNzN,Intentions,80,212869,0,"['Justin Bieber', 'Quavo']","['1uNFoZAHBGtllmzznpCI3s', '0VRj0yCOv2FXJNP47XQnx5']",2020-02-07,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,4
41L3O37CECZt3N7ziG2z7l,Yummy,76,210427,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2020-01-03,0.687,0.514,9,-6.612,0,0.0897,0.366,0.0,0.116,0.494,145.921,4
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),100,198082,1,"['Justin Bieber', 'Daniel Caesar', 'Giveon']","['1uNFoZAHBGtllmzznpCI3s', '20wkVLutqVOYrc0kxFs7rA', '4fxd5Ee7UefO4CUXgwJ7IP']",2021-03-19,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4
4u4NyuceXP7Uzh7XFJKCr1,Hold On,92,170813,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-03-05,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,4
31qCy5ZaophVA81wtlwLc4,Anyone,90,190779,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-01-01,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,4
6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),85,174406,0,"['Justin Bieber', 'Khalid']","['1uNFoZAHBGtllmzznpCI3s', '6LuN9FCkKOj5PcnpouEgny']",2021-03-19,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,4
137mSruegm1u6x9NvwiagR,Unstable (feat. The Kid LAROI),84,158324,0,"['Justin Bieber', 'The Kid LAROI']","['1uNFoZAHBGtllmzznpCI3s', '2tIP7SsRs7vjIcLrU85W8J']",2021-03-19,0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757,4
3T03rPwlL8NVk1yIaxeD8U,Off My Face,84,156468,0,['Justin Bieber'],['1uNFoZAHBGtllmzznpCI3s'],2021-03-19,0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674,4
